id,purpose,postCode,regionCode,dti,delinquency_2s,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,CreditLine
16751,0,342.0,21,10.94,0,670,674,6,2,0.0,3699,43.5,9,0,0,7260
16752,0,56.0,8,20.82,0,685,689,5,0,0.0,7757,73.9,11,1,0,2310
16753,0,359.0,43,21.34,0,680,684,24,0,0.0,32406,70.6,32,1,0,3990
16754,4,211.0,19,26.18,0,660,664,7,0,0.0,4706,42.0,18,1,0,3390
16755,0,425.0,44,30.44,0,665,669,12,0,0.0,23302,81.5,34,0,0,6630
16756,0,355.0,18,14.6,1,680,684,7,0,0.0,9723,72.0,19,0,0,7740
16757,0,388.0,3,24.74,0,690,694,10,0,0.0,7151,48.0,22,0,0,6240
16758,0,123.0,12,17.57,0,680,684,14,0,0.0,18381,61.5,20,1,0,3780
16759,0,240.0,21,13.54,0,660,664,5,1,1.0,2089,20.7,8,0,0,4500
16760,0,595.0,23,19.0,0,755,759,13,0,0.0,4199,20.0,34,1,0,6840
16761,5,152.0,14,25.46,0,710,714,39,0,0.0,26107,28.8,75,0,0,10410
16762,5,135.0,33,21.56,0,720,724,12,0,0.0,10081,40.5,25,0,0,4620
16763,0,313.0,43,13.3,1,700,704,22,0,0.0,15943,18.8,50,0,0,4770
16764,5,286.0,16,29.92,0,760,764,17,0,0.0,11805,26.6,32,0,0,4830
16765,4,251.0,8,4.71,0,695,699,7,0,0.0,10189,89.4,10,1,0,8820
16766,0,91.0,7,27.4,0,675,679,9,0,0.0,31994,90.1,28,1,0,7140
16767,0,829.0,41,37.11,0,690,694,6,0,0.0,37007,91.2,13,0,1,4410
16768,5,324.0,10,17.73,0,710,714,9,1,1.0,354,2.3,18,0,0,8190
16769,5,166.0,8,16.29,0,690,694,12,0,0.0,31348,92.7,27,0,0,4620
16770,0,40.0,11,24.61,0,705,709,10,0,0.0,22991,59.7,34,1,0,11310
16771,0,238.0,22,10.98,0,660,664,17,0,0.0,12921,20.5,32,0,0,4050
16772,0,139.0,8,14.63,1,685,689,13,0,0.0,12478,59.1,34,1,0,8010
16773,0,533.0,15,21.3,0,705,709,9,0,0.0,7963,26.6,19,0,0,3150
16774,4,249.0,36,12.7,0,730,734,18,0,0.0,17476,41.9,27,0,0,3930
16775,5,62.0,13,18.0,0,675,679,4,0,0.0,9262,70.2,9,0,0,3840
16776,0,325.0,30,7.83,0,660,664,4,0,0.0,8548,77.0,5,0,0,1620
16777,0,124.0,13,16.88,0,725,729,7,0,0.0,42913,70.5,25,1,0,5040
16778,0,19.0,14,6.15,1,685,689,12,0,0.0,9080,31.6,47,1,0,4680
16779,4,518.0,1,22.4,0,710,714,8,0,0.0,18282,84.6,13,0,0,7530
16780,0,17.0,13,30.38,0,685,689,4,0,0.0,16651,97.4,8,0,0,2910
16781,0,131.0,6,3.67,0,680,684,5,0,0.0,1466,44.4,7,0,0,7710
16782,0,408.0,14,13.68,0,685,689,19,0,0.0,17932,49.9,43,0,0,8670
16783,4,12.0,9,17.11,0,720,724,11,0,0.0,16403,32.1,32,0,0,6240
16784,4,305.0,15,23.25,0,710,714,7,2,1.0,2318,13.8,12,1,0,2760
16785,0,195.0,38,3.93,0,680,684,4,0,0.0,9454,54.0,6,1,0,1710
16786,0,77.0,7,10.99,0,705,709,10,1,1.0,20905,57.4,21,1,0,7500
16787,4,137.0,32,12.2,0,660,664,7,0,0.0,5917,91.0,8,0,0,4860
16788,1,136.0,8,27.12,0,710,714,12,1,0.0,29099,44.2,23,0,0,4920
16789,4,82.0,34,13.09,0,700,704,9,0,0.0,16599,36.6,20,0,0,6090
16790,0,724.0,2,31.2,0,695,699,12,0,0.0,13830,72.8,31,0,0,6570
16791,0,456.0,21,16.48,0,660,664,14,2,1.0,5537,32.6,20,1,0,10140
16792,0,590.0,8,26.52,0,660,664,11,0,0.0,13736,72.3,13,0,0,2280
16793,0,221.0,8,22.93,0,665,669,8,0,0.0,30608,98.4,24,0,0,12360
16794,4,261.0,8,8.72,0,685,689,13,0,0.0,15344,64.2,21,1,0,2970
16795,0,52.0,19,23.37,0,670,674,17,0,0.0,18248,55.1,26,1,0,9780
16796,4,172.0,13,22.95,0,715,719,15,0,0.0,6198,46.3,37,1,0,5040
16797,0,304.0,8,27.61,1,665,669,4,0,0.0,1880,62.7,12,0,0,5100
16798,0,141.0,13,20.05,6,720,724,14,0,0.0,7,0.0,19,1,0,2550
16799,0,399.0,37,9.45,0,695,699,8,0,0.0,11563,60.9,16,0,0,7560
16800,0,459.0,8,14.49,0,700,704,10,0,0.0,11361,59.8,15,1,0,3210
16801,0,840.0,22,16.11,0,690,694,7,0,0.0,12766,77.4,12,0,0,2670
16802,4,477.0,7,29.23,0,690,694,11,0,0.0,22623,49.5,42,1,0,9390
16803,0,62.0,13,24.27,0,715,719,18,0,0.0,17212,38.2,27,1,0,4500
16804,0,459.0,8,1.25,0,780,784,10,0,0.0,8364,16.3,25,1,0,16050
16805,0,480.0,8,13.54,1,680,684,9,0,0.0,54364,65.1,21,0,0,10050
16806,0,473.0,8,28.98,0,680,684,19,0,0.0,16698,46.5,49,1,0,4260
16807,4,8.0,6,12.2,0,685,689,10,0,0.0,10992,55.2,12,0,0,1350
16808,0,49.0,12,12.76,1,660,664,9,0,0.0,16053,69.2,13,0,0,7050
16809,5,197.0,4,13.46,1,670,674,12,0,0.0,3519,46.9,21,0,0,7200
16810,4,177.0,26,17.71,0,725,729,13,0,0.0,39310,45.1,49,1,0,6960
16811,0,790.0,41,29.45,0,715,719,9,0,0.0,2848,23.9,40,0,0,5520
16812,0,765.0,39,18.88,0,675,679,10,0,0.0,9340,67.7,33,0,0,4800
16813,8,152.0,14,28.25,4,680,684,13,0,0.0,7985,39.7,37,0,0,8940
16814,3,337.0,14,26.7,4,665,669,12,0,0.0,10715,81.2,36,1,0,9780
16815,0,749.0,39,16.76,0,665,669,7,0,0.0,25847,85.3,21,0,0,7320
16816,4,66.0,14,34.71,0,685,689,16,0,0.0,72457,82.2,31,1,0,6990
16817,0,250.0,37,26.39,1,665,669,23,0,0.0,39040,85.8,71,0,0,4740
16818,0,72.0,10,20.05,0,705,709,8,0,0.0,3386,77.0,9,0,0,4500
16819,0,384.0,8,15.74,0,765,769,7,0,0.0,847,4.5,8,0,0,3750
16820,0,557.0,7,21.19,0,710,714,9,0,0.0,12242,60.9,20,0,0,7560
16821,0,54.0,28,20.59,0,705,709,9,1,0.0,7880,49.6,15,1,0,3660
16822,4,177.0,26,25.51,4,685,689,10,0,0.0,8091,39.1,17,1,0,5250
16823,8,167.0,8,12.46,0,685,689,22,0,0.0,2452,10.0,25,0,0,1530
16824,0,160.0,4,18.07,9,665,669,24,0,0.0,6020,30.4,30,1,0,6750
16825,2,345.0,20,12.79,0,810,814,12,0,0.0,2886,4.8,34,0,0,4650
16826,5,90.0,21,8.81,0,725,729,13,0,0.0,5263,20.1,29,1,0,4890
16827,0,149.0,22,15.1,0,720,724,6,1,1.0,9263,48.0,16,1,0,5700
16828,1,63.0,14,1.26,0,785,789,13,0,0.0,4399,5.4,36,1,0,5430
16829,9,130.0,33,27.04,3,660,664,10,1,1.0,5614,51.0,18,1,0,8520
16830,4,265.0,7,20.4,0,680,684,7,0,0.0,17067,78.3,11,0,0,3150
16831,7,134.0,8,20.51,0,765,769,9,0,0.0,2350,12.9,24,0,0,4470
16832,4,116.0,14,8.47,1,700,704,8,0,0.0,12198,29.5,22,1,0,4650
16833,4,79.0,2,16.64,0,680,684,11,0,0.0,29411,69.9,17,1,0,5670
16834,0,74.0,30,2.66,0,660,664,4,0,0.0,5411,98.4,12,0,0,4740
16835,5,260.0,21,2.79,0,680,684,5,0,0.0,2888,21.7,6,0,0,4770
16836,2,390.0,13,13.13,1,745,749,22,0,0.0,27935,17.0,59,0,0,10860
16837,0,412.0,13,23.16,0,765,769,17,0,0.0,26826,24.8,28,0,0,9360
16838,0,92.0,18,30.37,2,660,664,13,0,0.0,4040,94.0,36,0,0,6360
16839,3,390.0,13,5.39,0,660,664,8,0,0.0,3233,37.6,17,0,0,4590
16840,0,390.0,13,13.49,0,660,664,16,0,0.0,11416,68.4,31,1,0,4260
16841,0,324.0,10,24.97,0,675,679,23,0,0.0,16466,71.6,38,1,0,3480
16842,2,162.0,2,25.46,0,670,674,13,1,1.0,8070,34.2,35,1,0,5490
16843,2,240.0,21,19.28,0,665,669,13,0,0.0,8229,76.2,21,0,0,3540
16844,0,584.0,13,21.66,0,690,694,7,0,0.0,6419,47.5,24,0,0,6540
16845,0,19.0,14,17.12,0,660,664,12,1,1.0,12928,86.8,29,0,0,6480
16846,0,31.0,2,13.39,1,705,709,10,0,0.0,21110,43.8,32,0,0,8040
16847,0,105.0,17,9.56,0,690,694,7,0,0.0,2064,36.2,9,1,0,2940
16848,0,161.0,14,8.02,0,700,704,9,0,0.0,11519,61.6,21,1,0,3750
16849,0,731.0,0,28.85,0,670,674,26,0,0.0,12204,49.4,41,0,0,3750
16850,4,185.0,3,17.73,0,710,714,17,0,0.0,98330,64.7,38,0,0,12630
16851,0,135.0,33,15.09,0,715,719,16,1,1.0,12453,33.3,24,0,0,5400
16852,0,35.0,14,25.51,1,670,674,14,0,0.0,14137,55.4,27,0,0,6330
16853,4,422.0,30,20.19,0,720,724,17,0,0.0,7736,46.6,22,0,0,3060
16854,0,324.0,10,22.6,0,665,669,15,1,1.0,1986,12.8,40,0,0,6240
16855,4,156.0,18,8.7,0,745,749,11,0,0.0,12191,22.0,17,0,0,3360
16856,0,182.0,8,3.09,0,715,719,8,0,0.0,9875,30.5,13,1,0,3180
16857,0,32.0,21,5.83,0,685,689,4,0,0.0,6186,74.5,4,0,0,2310
16858,5,500.0,27,21.57,0,725,729,5,0,0.0,415,13.8,13,0,0,4320
16859,0,681.0,10,26.19,0,695,699,8,1,1.0,13715,65.0,18,0,0,5220
16860,3,4.0,3,33.21,0,715,719,31,0,0.0,49180,48.3,64,1,0,5580
16861,4,125.0,9,14.37,0,665,669,5,0,0.0,3528,55.1,20,1,0,3900
16862,0,136.0,8,20.23,0,690,694,21,0,0.0,32504,80.3,32,0,0,10170
16863,0,19.0,14,27.4,0,680,684,14,0,0.0,18952,64.9,17,1,0,3720
16864,2,459.0,8,26.49,0,755,759,15,0,0.0,82236,22.7,22,0,0,7500
16865,0,185.0,3,25.96,0,675,679,13,0,0.0,11425,72.3,19,1,0,3900
16866,2,38.0,21,30.62,0,780,784,9,0,0.0,19001,43.4,21,0,0,10530
16867,0,255.0,9,25.7,0,730,734,18,1,0.0,34420,33.9,44,0,0,9360
16868,0,31.0,2,22.38,0,690,694,7,0,0.0,10579,41.0,13,0,0,2400
16869,2,136.0,8,1.88,0,770,774,3,0,0.0,363,2.3,8,0,0,2670
16870,0,86.0,35,12.07,0,675,679,6,1,1.0,879,7.8,30,0,0,5070
16871,0,41.0,25,25.1,0,680,684,10,0,0.0,24322,90.4,28,0,0,3540
16872,5,622.0,7,26.77,0,680,684,12,1,1.0,7142,30.9,31,0,0,8340
16873,4,177.0,26,5.98,0,675,679,11,0,0.0,10651,90.3,20,1,0,6240
16874,5,475.0,37,35.68,0,680,684,7,0,0.0,2384,56.8,12,1,0,4350
16875,4,118.0,20,17.15,0,755,759,6,0,0.0,24452,66.4,26,1,0,6240
16876,2,186.0,9,11.52,1,675,679,8,0,0.0,7661,59.2,14,1,0,2490
16877,0,355.0,18,19.2,0,690,694,5,0,0.0,7993,76.9,21,1,0,5190
16878,4,230.0,2,10.11,0,710,714,12,0,0.0,9980,30.7,25,0,0,4740
16879,4,141.0,13,6.06,0,670,674,8,0,0.0,6201,36.3,15,0,0,2100
16880,0,468.0,0,18.56,0,765,769,26,0,0.0,12428,19.4,41,0,0,5070
16881,5,100.0,4,11.04,0,685,689,9,1,1.0,1779,8.3,17,0,0,4230
16882,6,608.0,0,14.66,1,780,784,18,0,0.0,4315,8.2,43,1,0,13590
16883,4,617.0,9,17.16,0,660,664,7,0,0.0,19771,100.4,10,0,0,6600
16884,4,191.0,5,23.9,0,710,714,14,0,0.0,41922,68.6,33,1,0,9360
16885,4,660.0,23,16.71,0,685,689,5,1,1.0,6132,55.7,10,0,0,3780
16886,0,459.0,8,17.04,0,720,724,12,0,0.0,12099,52.2,29,1,0,5220
16887,5,432.0,10,18.48,1,690,694,12,0,0.0,4500,31.7,34,0,0,3630
16888,0,127.0,13,19.31,0,720,724,17,0,0.0,5181,53.4,32,0,0,7020
16889,0,469.0,27,17.81,1,675,679,15,1,0.0,18395,60.3,34,0,0,4650
16890,2,184.0,26,13.74,0,765,769,14,0,0.0,384,4.0,14,0,0,2100
16891,0,302.0,30,8.98,0,690,694,6,0,0.0,6228,45.5,17,0,0,4470
16892,0,635.0,3,13.64,0,665,669,11,0,0.0,13686,76.0,14,1,0,2550
16893,5,66.0,14,10.72,0,800,804,17,0,0.0,24891,26.8,39,0,0,11490
16894,4,230.0,2,15.21,0,730,734,9,0,0.0,10164,29.0,20,0,0,4230
16895,0,5.0,4,24.41,1,665,669,9,0,0.0,26279,58.0,21,1,0,4590
16896,0,306.0,26,16.38,0,715,719,8,0,0.0,7396,60.1,9,0,0,2760
16897,0,74.0,30,9.32,0,715,719,18,0,0.0,16851,31.5,44,1,0,7320
16898,0,32.0,21,32.22,0,715,719,14,1,1.0,9391,32.1,27,1,0,4650
16899,0,188.0,23,18.94,0,665,669,8,1,1.0,6530,51.4,16,0,0,8070
16900,2,166.0,8,19.86,0,805,809,10,0,0.0,5020,8.7,23,0,0,5670
16901,0,167.0,8,12.77,2,695,699,15,0,0.0,17983,41.3,23,0,0,6030
16902,4,347.0,14,19.65,0,755,759,10,0,0.0,7350,45.7,19,0,0,4170
16903,0,211.0,19,12.35,1,695,699,12,0,0.0,8102,46.6,29,1,0,3480
16904,0,429.0,8,38.24,0,720,724,9,0,0.0,41017,84.7,24,1,1,7920
16905,4,447.0,30,10.44,0,665,669,9,0,0.0,14846,81.6,15,1,0,7710
16906,0,406.0,8,8.07,1,660,664,6,0,0.0,10836,96.7,15,0,0,2790
16907,0,120.0,21,26.61,0,660,664,8,1,1.0,5535,30.6,32,0,1,5370
16908,0,255.0,9,1.91,1,705,709,6,1,1.0,5791,25.6,12,0,0,5880
16909,0,551.0,13,10.78,0,670,674,12,0,0.0,21692,91.1,35,1,0,4620
16910,0,835.0,35,37.79,4,665,669,16,1,0.0,7986,38.2,50,1,0,5310
16911,0,121.0,14,16.12,0,700,704,7,0,0.0,16235,92.2,14,1,0,4170
16912,0,629.0,20,34.5,0,755,759,9,0,0.0,5744,37.5,16,0,0,4380
16913,0,38.0,21,18.97,0,680,684,9,0,0.0,21830,75.3,14,0,0,5910
16914,4,143.0,8,12.55,0,675,679,16,0,0.0,12154,75.0,27,0,0,11220
16915,2,66.0,14,5.95,0,685,689,13,3,0.0,7161,50.8,15,1,0,11700
16916,3,19.0,14,14.12,1,710,714,8,0,0.0,3104,32.3,33,1,0,8310
16917,0,514.0,13,16.6,0,675,679,10,1,1.0,7070,86.2,17,1,0,5610
16918,0,335.0,8,7.9,0,820,824,10,0,0.0,8642,9.1,14,0,0,9240
16919,0,460.0,27,16.3,0,725,729,15,0,0.0,0,0.0,35,0,0,3180
16920,0,286.0,16,14.18,8,675,679,15,0,0.0,1328,9.0,41,1,0,5790
16921,1,194.0,38,2.18,0,700,704,12,0,0.0,4274,14.1,19,1,0,3810
16922,0,337.0,14,18.29,0,660,664,20,0,0.0,18680,72.4,44,1,0,5790
16923,0,134.0,8,5.84,0,725,729,13,0,0.0,18502,49.3,19,1,0,3960
16924,0,79.0,2,23.12,0,735,739,9,0,0.0,10725,30.3,16,0,0,6000
16925,4,371.0,7,16.74,1,660,664,15,0,0.0,11211,52.1,31,0,0,5520
16926,12,31.0,2,13.46,1,660,664,5,0,0.0,12480,99.8,20,1,0,5160
16927,0,301.0,21,24.38,0,710,714,28,0,0.0,28166,26.7,58,1,0,12330
16928,5,472.0,3,19.1,0,690,694,8,5,0.0,2362,33.3,36,1,0,6000
16929,0,100.0,4,17.93,1,700,704,12,0,0.0,23607,64.1,27,0,0,16830
16930,0,17.0,13,16.07,2,665,669,5,0,0.0,4238,26.8,9,1,0,6840
16931,0,381.0,9,10.2,0,670,674,10,0,0.0,6101,44.9,12,0,0,1380
16932,2,150.0,30,13.15,0,720,724,12,0,0.0,5501,32.2,16,0,0,5670
16933,0,319.0,0,29.24,0,670,674,10,0,0.0,5562,42.8,18,1,0,6000
16934,0,480.0,8,27.69,1,660,664,16,0,0.0,1484,12.8,45,0,0,4560
16935,0,14.0,11,14.43,0,705,709,8,1,1.0,5431,39.1,14,0,0,5880
16936,0,328.0,3,37.5,0,685,689,8,0,0.0,6770,63.9,11,0,0,3150
16937,0,108.0,21,28.48,0,770,774,19,0,0.0,29639,28.5,37,0,0,6900
16938,0,401.0,24,3.52,0,760,764,7,0,0.0,4457,7.9,13,0,0,3060
16939,4,177.0,26,18.19,1,680,684,11,0,0.0,26750,52.5,20,0,0,5880
16940,1,412.0,13,2.87,0,810,814,7,0,0.0,105467,20.2,15,0,0,8550
16941,0,782.0,15,23.15,0,715,719,9,1,1.0,5829,33.3,15,0,0,4320
16942,4,108.0,21,23.01,0,725,729,9,0,0.0,54417,76.6,23,1,0,8310
16943,0,161.0,14,14.82,0,670,674,14,1,1.0,14760,61.5,34,0,0,8040
16944,1,32.0,21,6.8,1,670,674,8,0,0.0,3387,58.4,14,1,0,3330
16945,0,529.0,23,24.32,0,690,694,11,0,0.0,8270,44.9,15,0,0,1710
16946,0,559.0,17,17.39,0,685,689,25,0,0.0,9171,35.0,27,1,0,4590
16947,4,82.0,34,20.29,0,680,684,15,0,0.0,9700,41.5,31,0,0,8850
16948,2,693.0,19,12.54,0,665,669,10,1,1.0,2600,66.7,15,1,0,9930
16949,4,178.0,23,17.27,0,705,709,17,0,0.0,12453,42.1,30,0,0,2520
16950,4,167.0,8,37.46,1,670,674,12,0,0.0,151110,99.0,21,1,0,6870
16951,0,594.0,14,20.97,1,665,669,7,0,0.0,3340,68.2,16,0,0,2190
16952,0,221.0,8,24.77,0,660,664,9,0,0.0,25101,95.0,21,1,0,3540
16953,0,500.0,27,10.43,0,670,674,6,0,0.0,11708,87.4,10,1,0,7200
16954,0,179.0,2,16.99,8,710,714,16,0,0.0,12455,51.3,58,1,0,11310
16955,4,656.0,39,16.7,1,665,669,10,1,1.0,14220,90.0,25,0,0,4920
16956,0,167.0,8,18.48,0,685,689,9,0,0.0,11834,82.9,16,1,0,8940
16957,0,528.0,22,24.05,0,755,759,12,1,1.0,231,3.1,39,1,0,6270
16958,0,86.0,35,22.28,0,735,739,10,0,0.0,4464,19.2,15,1,0,3600
16959,0,285.0,14,13.8,0,705,709,13,0,0.0,11351,39.4,34,1,0,5670
16960,4,162.0,2,36.63,0,695,699,12,0,0.0,18966,85.0,20,0,0,8940
16961,0,79.0,2,27.93,0,680,684,14,0,0.0,9211,65.8,15,0,0,3090
16962,0,185.0,3,22.25,0,685,689,9,0,0.0,11655,34.2,12,1,0,1980
16963,0,498.0,32,28.98,0,730,734,6,0,0.0,4873,54.8,7,0,0,5730
16964,0,66.0,14,19.11,0,735,739,7,1,1.0,1343,22.4,14,0,0,5010
16965,0,277.0,8,26.12,0,715,719,13,0,0.0,7627,32.9,18,1,0,2430
16966,1,48.0,10,17.93,1,685,689,11,0,0.0,6783,44.6,18,1,0,3510
16967,4,390.0,13,6.39,0,665,669,9,0,0.0,10537,76.4,11,1,0,8100
16968,0,252.0,43,18.0,0,660,664,6,0,0.0,17409,96.7,25,0,0,3870
16969,0,624.0,27,17.03,0,680,684,16,0,0.0,5940,81.4,22,1,0,3540
16970,7,499.0,13,21.05,0,660,664,20,0,0.0,30368,83.9,35,1,0,4230
16971,0,557.0,7,19.59,0,660,664,4,0,0.0,1504,83.6,4,0,0,2430
16972,0,152.0,14,19.04,0,675,679,12,0,0.0,4582,18.8,22,0,0,3000
16973,5,663.0,0,17.54,0,670,674,9,1,1.0,7264,51.0,19,1,0,3750
16974,4,153.0,11,18.35,0,715,719,16,0,0.0,12268,42.9,34,0,0,4410
16975,11,710.0,45,17.07,0,685,689,10,0,0.0,4517,31.8,18,0,0,8850
16976,0,32.0,21,19.96,0,660,664,6,2,2.0,6862,57.2,8,0,0,6030
16977,4,20.0,15,17.6,0,760,764,17,0,0.0,1744,3.0,30,0,0,4200
16978,0,30.0,20,20.16,0,685,689,19,0,0.0,21268,43.2,31,0,0,4410
16979,2,157.0,8,17.92,0,675,679,7,0,0.0,18847,83.0,21,1,0,7350
16980,0,26.0,18,26.09,0,695,699,16,0,0.0,49126,74.5,37,1,0,4830
16981,0,17.0,13,9.21,0,730,734,9,0,0.0,24202,49.9,13,1,0,9720
16982,4,605.0,48,12.94,0,730,734,7,0,0.0,10568,45.0,9,0,0,3570
16983,2,107.0,30,16.09,2,725,729,12,1,0.0,5891,46.4,36,1,0,6870
16984,0,48.0,10,11.35,0,675,679,6,0,0.0,9835,34.8,23,0,0,4950
16985,0,143.0,8,18.4,0,695,699,15,0,0.0,17735,36.7,28,0,0,5820
16986,0,32.0,21,11.18,0,700,704,7,0,0.0,5186,44.7,11,0,0,1650
16987,5,632.0,27,10.91,0,665,669,6,0,0.0,11876,92.8,28,0,0,8490
16988,0,49.0,12,20.86,0,730,734,9,0,0.0,59266,81.1,15,0,0,7140
16989,2,184.0,26,12.15,0,680,684,9,0,0.0,15940,77.0,13,0,0,1770
16990,0,42.0,26,9.3,1,670,674,11,0,0.0,12309,82.1,22,1,0,3630
16991,0,89.0,3,5.22,0,690,694,8,0,0.0,16396,56.7,17,0,0,4170
16992,0,195.0,38,25.46,0,670,674,15,0,0.0,30667,99.2,22,0,0,6990
16993,5,111.0,8,5.16,0,670,674,10,1,1.0,3231,16.3,16,1,0,4170
16994,0,77.0,7,7.37,0,670,674,6,0,0.0,5901,78.7,14,0,0,6090
16995,0,66.0,14,31.23,0,735,739,9,0,0.0,5699,34.5,16,0,0,3060
16996,0,48.0,10,31.39,0,695,699,14,0,0.0,57273,83.5,36,0,0,16320
16997,6,335.0,8,34.55,1,670,674,11,0,0.0,6093,53.9,24,1,0,4800
16998,0,697.0,39,20.69,0,775,779,13,0,0.0,3538,10.9,27,0,0,4260
16999,0,305.0,15,8.12,0,715,719,7,0,0.0,25447,57.4,15,0,0,6000
17000,9,19.0,14,7.6,0,665,669,5,0,0.0,14474,45.7,15,0,0,3180
17001,0,134.0,8,20.35,3,675,679,14,0,0.0,11143,54.9,26,0,0,4830
17002,0,418.0,45,6.77,0,660,664,12,1,0.0,14367,57.5,23,0,0,3570
17003,4,134.0,8,12.08,0,820,824,6,0,0.0,3651,7.1,15,0,0,12030
17004,4,845.0,16,5.06,1,745,749,11,0,0.0,11872,31.7,21,0,0,11430
17005,4,230.0,2,11.82,0,800,804,10,0,0.0,4151,10.7,13,1,0,10500
17006,0,459.0,8,13.73,0,685,689,13,0,0.0,7413,47.5,31,0,0,3870
17007,0,72.0,10,20.15,0,745,749,9,0,0.0,34979,46.5,24,1,0,5370
17008,4,638.0,2,12.47,0,660,664,10,0,0.0,13549,76.1,18,1,0,4560
17009,0,89.0,3,32.43,0,690,694,8,0,0.0,8145,51.6,20,0,0,3210
17010,0,56.0,8,36.91,0,720,724,9,0,0.0,24113,100.1,21,0,0,12390
17011,0,38.0,21,9.14,0,670,674,12,1,1.0,2049,17.7,23,1,0,7350
17012,0,240.0,21,12.31,0,695,699,10,0,0.0,5869,63.1,13,0,0,8940
17013,0,277.0,8,12.79,0,665,669,6,0,0.0,11192,97.3,19,0,0,5280
17014,0,74.0,30,19.24,3,700,704,22,0,0.0,22711,38.6,41,0,0,12420
17015,5,227.0,35,14.86,0,735,739,3,0,0.0,952,41.4,12,0,0,2550
17016,0,137.0,32,11.3,0,670,674,7,0,0.0,10796,78.2,13,0,0,6840
17017,0,2.0,2,14.05,0,685,689,5,0,0.0,7545,60.4,8,0,0,5760
17018,0,134.0,8,12.99,0,780,784,7,0,0.0,21824,54.3,17,0,0,7830
17019,5,235.0,8,19.85,2,730,734,13,0,0.0,18279,21.0,55,0,0,10080
17020,0,75.0,33,15.64,0,670,674,10,0,0.0,31075,90.6,25,1,0,6540
17021,0,261.0,8,13.78,1,665,669,7,0,0.0,2379,44.9,16,0,0,4590
17022,0,373.0,13,24.33,1,725,729,7,0,0.0,1958,27.2,16,0,0,6660
17023,0,477.0,7,20.2,0,685,689,10,0,0.0,9725,39.7,20,1,0,4140
17024,4,290.0,18,36.06,0,705,709,14,0,0.0,45163,47.3,29,0,0,7590
17025,4,100.0,4,19.54,0,790,794,22,0,0.0,26754,24.1,41,0,0,8820
17026,0,91.0,7,27.48,0,690,694,18,0,0.0,14834,59.8,22,0,0,3240
17027,0,196.0,14,22.59,0,665,669,11,0,0.0,9198,73.6,22,0,0,7170
17028,0,381.0,9,7.08,2,670,674,8,0,0.0,6246,24.4,14,1,0,5970
17029,0,574.0,26,10.59,0,680,684,5,0,0.0,5244,87.4,15,0,0,3510
17030,0,551.0,13,9.44,0,745,749,8,0,0.0,4517,8.1,20,0,0,4710
17031,0,329.0,18,20.44,0,685,689,11,1,1.0,8766,53.8,15,1,0,3990
17032,0,177.0,26,19.46,0,705,709,6,0,0.0,7430,70.8,10,1,0,3510
17033,4,379.0,32,20.74,1,670,674,16,0,0.0,13697,44.8,41,0,0,6180
17034,8,166.0,8,1.0,0,710,714,3,0,0.0,561,15.6,4,1,0,1350
17035,0,0.0,0,14.98,0,715,719,7,0,0.0,41476,64.8,16,0,0,4950
17036,0,484.0,21,11.3,0,715,719,7,0,0.0,11012,47.3,19,0,0,6180
17037,0,404.0,22,32.85,0,660,664,18,0,0.0,22781,72.1,50,0,0,7290
17038,0,404.0,22,12.53,0,660,664,7,1,1.0,8546,83.8,15,0,0,4020
17039,4,166.0,8,20.89,0,665,669,21,1,1.0,12893,62.6,63,1,0,3870
17040,4,37.0,23,15.6,0,680,684,6,0,0.0,18584,81.5,29,1,0,6810
17041,0,277.0,8,28.54,1,690,694,12,0,0.0,6664,63.5,31,0,0,4620
17042,0,121.0,14,18.82,0,680,684,12,0,0.0,19255,91.3,23,0,0,6480
17043,2,277.0,8,11.5,0,715,719,11,0,0.0,27123,43.8,28,0,0,3810
17044,4,124.0,13,8.31,0,675,679,4,0,0.0,19409,82.2,11,1,0,3540
17045,10,104.0,23,6.07,0,660,664,24,1,1.0,4707,90.5,28,0,0,4980
17046,0,367.0,45,24.26,0,670,674,19,0,0.0,21182,62.1,28,1,0,2340
17047,5,195.0,38,26.89,0,665,669,11,1,1.0,10315,64.0,35,1,0,11010
17048,4,490.0,44,24.34,0,690,694,9,0,0.0,40947,79.7,19,0,0,10260
17049,4,25.0,13,21.07,0,670,674,16,0,0.0,24208,76.9,18,0,0,4740
17050,4,113.0,22,10.33,0,710,714,15,0,0.0,57999,75.0,29,0,0,9900
17051,0,157.0,8,14.5,1,675,679,9,0,0.0,18021,98.5,37,0,0,4770
17052,4,33.0,22,12.75,0,670,674,6,0,0.0,4109,31.1,20,0,0,2910
17053,0,136.0,8,18.94,0,670,674,21,0,0.0,35030,65.6,31,0,0,10440
17054,9,104.0,23,18.17,0,670,674,16,1,1.0,12163,50.1,59,1,0,6420
17055,0,9.0,7,3.06,0,765,769,7,0,0.0,9464,27.7,18,0,0,4770
17056,2,213.0,3,32.95,0,710,714,15,0,0.0,13009,27.3,50,0,0,5070
17057,4,121.0,14,7.26,0,765,769,15,0,0.0,4880,11.7,29,0,0,10290
17058,2,111.0,8,7.99,0,740,744,4,0,0.0,5874,48.9,20,1,0,5880
17059,0,441.0,9,31.55,0,695,699,12,0,0.0,31756,90.7,23,0,0,6480
