id,loanAmnt,term,interestRate,installment,grade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,y
14134,1200,3,10.64,39.09,2,9026.0,6.0,1,31000.0,0,1
14135,35000,3,30.99,1504.85,7,38.0,10.0,0,77647.0,2,0
14136,20000,5,11.49,439.76,2,1832.0,10.0,1,98000.0,0,0
14137,10000,5,16.59,246.33,4,229424.0,10.0,1,34572.0,2,1
14138,12000,3,12.99,404.27,2,264257.0,2.0,1,45000.0,0,0
14139,9000,3,9.75,289.35,2,82.0,5.0,1,75000.0,0,0
14140,25000,3,13.99,854.32,3,39908.0,2.0,1,60000.0,2,1
14141,5000,3,19.99,185.8,5,363.0,10.0,0,46300.0,2,1
14142,7200,3,10.16,232.87,2,54.0,0.0,1,45000.0,2,1
14143,15000,3,11.99,498.15,2,5362.0,10.0,0,40000.0,0,0
14144,35000,3,13.33,1184.86,3,2421.0,9.0,0,98000.0,1,0
14145,21000,5,23.99,604.01,5,124294.0,5.0,1,63000.0,2,0
14146,20000,5,24.7,583.52,7,299158.0,10.0,0,75000.0,1,0
14147,4000,3,10.41,129.85,2,1465.0,10.0,0,53000.0,1,0
14148,10000,3,13.18,337.81,3,21427.0,2.0,2,60000.0,1,0
14149,4100,3,11.49,135.19,2,28036.0,3.0,1,58240.0,1,0
14150,22300,3,19.52,823.31,5,96351.0,2.0,0,70000.0,2,0
14151,10000,3,11.49,329.72,2,54.0,0.0,0,35000.0,1,1
14152,24000,5,12.12,535.33,2,306007.0,2.0,0,100686.0,2,0
14153,9000,3,13.99,307.56,3,7148.0,5.0,1,40000.0,1,1
14154,33000,3,9.49,1056.94,2,173554.0,2.0,0,211000.0,1,0
14155,17000,5,7.89,343.81,1,151.0,5.0,1,60000.0,0,1
14156,11200,5,7.99,227.05,1,147695.0,5.0,2,51000.0,0,0
14157,7000,3,6.49,214.52,1,149699.0,10.0,0,75000.0,0,0
14158,4800,3,12.69,161.02,3,72896.0,5.0,1,40000.0,0,0
14159,15050,5,15.61,362.88,4,80.0,10.0,0,42000.0,0,0
14160,4800,3,14.49,165.2,3,5643.0,3.0,1,145000.0,0,1
14161,11125,3,14.99,385.6,3,56919.0,10.0,0,28000.0,0,0
14162,15000,3,9.76,482.32,2,54.0,0.0,0,58000.0,0,0
14163,21650,3,17.57,778.04,4,51922.0,3.0,1,43300.0,2,0
14164,35000,5,11.99,778.38,3,11439.0,10.0,0,128000.0,1,0
14165,6000,3,8.18,188.52,2,62444.0,2.0,1,53500.0,0,0
14166,4000,3,16.99,142.6,4,42354.0,5.0,0,65000.0,1,0
14167,17500,3,11.99,581.17,2,722.0,10.0,0,86000.0,1,0
14168,25000,3,15.31,870.44,3,320731.0,5.0,0,140000.0,1,0
14169,15000,3,8.99,476.93,2,54.0,0.0,0,83788.0,0,1
14170,20000,5,9.44,419.46,2,38.0,10.0,0,96660.0,0,0
14171,9600,3,7.99,300.79,1,877.0,8.0,1,70500.0,0,0
14172,25000,3,10.65,814.34,2,54.0,10.0,0,75000.0,2,0
14173,6750,3,6.91,165.75,1,235172.0,0.0,1,37500.0,1,0
14174,3500,3,15.02,121.37,3,2341.0,8.0,1,26000.0,1,0
14175,35000,5,15.59,843.53,3,42801.0,1.0,2,180000.0,1,1
14176,5000,3,8.59,158.05,1,25287.0,8.0,1,50000.0,0,1
14177,5950,3,21.99,227.21,5,1205.0,0.0,0,38000.0,1,0
14178,30000,5,12.99,682.44,3,24665.0,10.0,0,210000.0,1,0
14179,5800,3,7.24,179.73,1,247616.0,10.0,1,31275.0,1,0
14180,16800,5,11.44,368.97,2,1047.0,10.0,1,82000.0,2,1
14181,18400,3,15.61,643.36,4,307.0,10.0,1,63000.0,2,0
14182,14000,3,9.49,448.4,2,3889.0,1.0,1,250000.0,1,0
14183,8000,3,11.67,264.46,2,105639.0,1.0,1,80714.0,1,0
14184,35000,3,8.24,1100.66,2,9946.0,10.0,1,100000.0,2,0
14185,3000,3,15.8,105.18,3,328355.0,2.0,0,40000.0,2,1
14186,9000,3,12.69,301.91,3,598.0,3.0,1,198000.0,0,1
14187,30000,5,23.13,847.96,7,221364.0,3.0,1,102500.0,2,1
14188,4800,3,15.99,168.74,3,111458.0,10.0,2,91000.0,2,0
14189,1200,3,11.99,39.86,2,117305.0,8.0,2,45000.0,2,0
14190,11000,3,15.8,385.65,3,220140.0,10.0,0,33199.0,2,0
14191,13000,3,15.05,450.97,3,307.0,10.0,0,85000.0,2,0
14192,10000,3,8.49,315.63,2,2708.0,0.0,0,58000.0,1,0
14193,8800,3,7.07,272.01,1,54.0,0.0,1,40000.0,0,0
14194,30000,3,7.99,939.96,1,117.0,1.0,1,180000.0,1,0
14195,18000,5,9.17,375.14,2,47180.0,7.0,0,45094.0,1,0
14196,40000,3,10.91,1307.85,2,1098.0,0.0,0,769992.0,1,0
14197,12000,5,29.69,385.96,6,19202.0,4.0,1,95000.0,2,0
14198,6400,3,15.31,222.84,3,308272.0,6.0,1,50000.0,0,0
14199,28600,5,26.06,857.32,6,13018.0,2.0,1,65000.0,2,0
14200,12500,3,8.9,396.92,1,208067.0,10.0,2,58000.0,1,0
14201,12000,3,11.44,395.37,2,104848.0,2.0,0,92000.0,1,0
14202,20800,5,22.47,580.05,5,341252.0,10.0,0,58000.0,2,1
14203,10000,3,6.24,305.31,1,65691.0,10.0,0,76000.0,1,0
14204,10000,3,6.83,308.0,1,97.0,3.0,0,60000.0,1,0
14205,4625,3,14.64,159.52,3,54.0,0.0,1,21360.0,2,0
14206,15125,5,20.99,409.1,5,58630.0,10.0,0,65000.0,1,1
14207,14000,3,13.11,472.46,2,223513.0,7.0,2,125000.0,1,0
14208,8500,3,9.16,270.94,2,980.0,3.0,1,35000.0,0,0
14209,9250,3,15.22,321.66,3,288777.0,6.0,0,42000.0,2,1
14210,3600,3,14.08,123.18,3,695.0,10.0,0,300000.0,1,0
14211,35000,5,24.24,1011.77,6,165692.0,4.0,1,115000.0,1,1
14212,20250,5,16.99,503.16,4,979.0,5.0,0,70000.0,2,1
14213,5500,3,10.49,178.74,2,723.0,4.0,0,30000.0,2,0
14214,15000,3,6.62,460.56,1,152300.0,10.0,0,140000.0,1,0
14215,7000,3,6.92,215.89,1,9831.0,8.0,1,75000.0,1,0
14216,11000,3,11.44,362.43,2,754.0,1.0,1,52000.0,0,0
14217,21000,5,15.61,506.34,4,43433.0,2.0,0,72000.0,1,0
14218,6000,3,12.29,200.12,3,46744.0,4.0,1,60000.0,0,0
14219,10000,3,10.91,326.97,2,65357.0,10.0,1,33600.0,0,0
14220,9050,3,14.99,313.68,3,108019.0,10.0,0,66394.0,2,0
14221,20000,3,7.89,625.72,1,153.0,10.0,2,78000.0,0,0
14222,15000,3,12.29,500.3,3,87.0,0.0,1,65000.0,0,0
14223,12000,3,11.49,395.66,2,67.0,10.0,2,60000.0,0,1
14224,10000,3,13.11,337.47,2,344531.0,10.0,0,146000.0,0,0
14225,35000,5,13.66,808.24,3,28713.0,10.0,0,160000.0,2,0
14226,20000,3,11.99,664.2,3,151886.0,5.0,1,72000.0,0,1
14227,20000,3,7.69,623.88,1,8071.0,1.0,1,126000.0,2,0
14228,4950,3,16.29,174.74,3,308280.0,9.0,2,20000.0,2,0
14229,13325,3,7.39,413.82,1,167.0,10.0,0,94000.0,2,0
14230,10000,3,17.57,359.38,4,61380.0,1.0,1,47000.0,2,1
14231,14000,3,13.49,475.03,3,87.0,5.0,1,50000.0,1,0
14232,5800,3,10.49,188.49,2,17539.0,4.0,1,55800.0,1,0
14233,9950,5,13.11,226.96,2,338116.0,2.0,1,28600.0,2,0
14234,12000,5,16.99,298.17,4,144205.0,10.0,0,65000.0,1,1
14235,12000,5,20.99,324.58,5,38.0,0.0,1,45000.0,2,1
14236,7500,3,6.24,228.99,1,184.0,7.0,1,28000.0,2,0
14237,12000,3,18.49,436.79,4,220323.0,8.0,0,59000.0,1,0
14238,18000,5,15.05,428.7,3,1129.0,8.0,0,105000.0,2,1
14239,7200,3,14.99,249.56,3,4363.0,3.0,1,53000.0,1,1
14240,15000,3,7.89,469.29,1,25188.0,8.0,1,76000.0,1,0
14241,8400,3,10.78,274.14,2,1.0,10.0,0,150000.0,0,0
14242,20000,3,13.67,680.36,2,350028.0,5.0,0,85000.0,2,0
14243,6000,3,7.89,187.72,1,54.0,0.0,0,26200.0,1,0
14244,3600,3,8.08,112.95,1,515.0,4.0,0,55000.0,1,0
14245,30000,5,16.78,742.04,3,274507.0,1.0,0,225000.0,2,0
14246,18000,5,12.99,409.47,2,1205.0,2.0,1,70000.0,2,0
14247,15000,5,12.69,338.93,3,317.0,7.0,0,128000.0,1,0
14248,15000,3,9.17,478.19,2,178337.0,9.0,1,45000.0,0,0
14249,27200,5,25.49,806.19,5,368922.0,10.0,0,71000.0,2,0
14250,10000,3,11.99,332.1,2,208324.0,6.0,0,47800.0,1,0
14251,7000,3,17.77,252.26,4,54.0,7.0,1,40000.0,2,0
14252,25000,3,18.84,914.38,5,90.0,2.0,0,130000.0,2,0
14253,10000,3,13.99,341.73,3,199.0,0.0,1,50000.0,1,0
14254,6000,3,16.99,213.89,4,807.0,10.0,0,62000.0,1,0
14255,35000,5,24.5,1017.07,6,3670.0,10.0,1,500000.0,2,0
14256,5000,3,15.61,174.83,3,97.0,5.0,0,59108.0,2,0
14257,1500,3,23.88,58.76,5,141721.0,10.0,0,38500.0,0,0
14258,12000,3,9.16,382.5,2,159578.0,7.0,2,92700.0,1,0
14259,15000,5,23.99,431.44,5,4227.0,6.0,1,53376.0,1,0
14260,9000,3,13.44,305.16,3,169555.0,3.0,1,60000.0,1,0
14261,40000,5,10.42,858.18,2,157.0,5.0,0,175000.0,2,0
14262,14000,5,29.99,452.87,6,54.0,0.0,0,50000.0,1,1
14263,24000,3,9.16,764.99,2,54.0,0.0,2,22000.0,2,0
14264,16000,5,6.72,314.71,1,123223.0,6.0,0,58000.0,1,0
14265,9000,3,12.12,299.45,2,299313.0,7.0,1,40000.0,0,0
14266,5400,3,10.91,176.56,2,368504.0,3.0,0,52000.0,0,0
14267,6225,3,7.62,193.98,1,54.0,0.0,2,30564.0,2,0
14268,14975,5,16.99,372.09,4,44802.0,2.0,2,300000.0,1,1
14269,6000,3,13.49,203.59,3,218766.0,5.0,1,50000.0,0,0
14270,15000,3,12.39,501.02,3,102617.0,1.0,1,50000.0,0,0
14271,10000,3,9.17,318.79,2,18124.0,10.0,0,85000.0,0,0
14272,10000,5,13.23,228.71,3,238117.0,4.0,1,75324.0,1,1
14273,24000,3,9.17,765.1,2,11468.0,10.0,0,130000.0,0,0
14274,6000,3,11.44,197.69,2,100567.0,8.0,1,40000.0,0,0
14275,8500,3,9.49,272.25,2,104171.0,0.0,1,30000.0,1,0
14276,13000,5,13.33,298.0,3,49089.0,10.0,0,78000.0,1,0
14277,6000,3,15.02,208.06,3,54.0,0.0,2,30000.0,0,0
14278,12000,5,10.37,257.16,2,233581.0,0.0,1,60000.0,1,0
14279,20000,3,14.33,686.77,3,27061.0,5.0,1,40000.0,1,0
14280,5000,3,9.17,159.4,2,1514.0,4.0,1,26251.0,0,0
14281,3000,3,13.99,102.52,3,362467.0,6.0,1,140000.0,0,1
14282,11000,3,16.02,386.84,3,368066.0,10.0,2,47110.0,1,0
14283,20000,3,12.29,667.06,3,7205.0,2.0,1,110000.0,2,1
14284,10000,3,16.01,351.62,3,54.0,0.0,1,30000.0,0,0
14285,12000,3,7.59,373.78,1,6747.0,9.0,2,150000.0,1,0
14286,15000,3,10.99,491.01,2,2582.0,3.0,1,45000.0,0,0
14287,10000,3,12.74,335.69,3,20104.0,10.0,0,40000.0,2,0
14288,20000,3,9.17,637.58,2,12418.0,2.0,1,75000.0,1,1
14289,35000,5,16.29,856.54,4,109.0,4.0,0,125000.0,1,0
14290,20000,3,13.66,680.26,3,54.0,0.0,0,75000.0,1,1
14291,11675,3,12.59,391.08,3,153.0,0.0,0,150000.0,0,1
14292,19650,5,18.99,509.63,4,3871.0,10.0,2,100000.0,0,0
14293,15250,3,14.33,523.66,3,299243.0,3.0,1,65000.0,2,0
14294,30000,3,9.8,965.21,2,19.0,10.0,0,220000.0,1,0
14295,10800,5,13.99,251.25,3,236.0,2.0,0,50343.0,1,0
14296,5000,3,8.24,157.24,2,435.0,9.0,2,132000.0,0,0
14297,5000,3,12.12,166.36,2,336217.0,10.0,1,34000.0,0,0
14298,24000,5,22.74,673.0,5,3758.0,2.0,1,90000.0,1,0
14299,25000,3,12.62,837.79,3,33340.0,0.0,1,50000.0,2,1
14300,2500,3,14.65,86.24,3,9383.0,0.0,1,70000.0,1,0
14301,1600,3,6.99,49.4,1,27967.0,10.0,0,82000.0,1,0
14302,8000,3,7.69,249.55,1,10840.0,7.0,1,36000.0,2,0
14303,1800,3,16.29,63.55,4,178471.0,10.0,1,45900.0,1,0
14304,9500,3,17.57,341.41,4,12039.0,10.0,1,34000.0,2,0
14305,12000,5,19.52,314.74,5,350.0,7.0,2,66500.0,2,0
14306,8875,3,17.76,319.79,4,263573.0,6.0,1,42901.73,0,0
14307,9000,3,16.99,320.83,4,67291.0,5.0,1,44291.0,1,0
14308,25000,5,19.92,661.24,4,13.0,1.0,1,91200.0,1,1
14309,8000,3,13.68,272.18,3,245043.0,0.0,0,31000.0,2,0
14310,16000,3,5.32,481.84,1,28591.0,10.0,0,150000.0,0,0
14311,12000,3,8.9,381.04,1,257236.0,10.0,0,82000.0,1,0
14312,20000,3,6.89,616.54,1,80.0,10.0,2,60000.0,1,0
14313,12250,3,18.99,448.98,4,6185.0,10.0,0,140000.0,1,0
14314,28000,3,6.49,858.05,1,2349.0,0.0,1,125000.0,1,0
14315,10000,3,13.99,341.73,3,809.0,4.0,1,65000.0,1,0
14316,10850,3,15.61,379.37,4,1037.0,10.0,0,62000.0,0,0
14317,7125,3,12.12,237.07,2,333073.0,2.0,0,31200.0,0,0
14318,6000,3,17.99,216.89,4,616.0,0.0,0,30000.0,1,1
14319,4200,3,5.32,126.49,1,134469.0,10.0,0,65000.0,0,0
14320,12000,3,15.61,419.58,3,1848.0,3.0,1,46000.0,1,0
14321,3000,3,11.99,99.63,3,54.0,0.0,1,50000.0,0,0
14322,30000,3,12.99,1010.68,2,120707.0,10.0,0,80000.0,2,0
14323,5000,3,7.07,154.55,1,366711.0,10.0,0,78000.0,0,0
14324,16000,5,14.47,376.21,3,77.0,8.0,2,90000.0,2,0
14325,12000,3,7.39,372.67,1,1883.0,9.0,1,120000.0,1,0
14326,12000,5,9.75,253.5,2,666.0,0.0,1,45000.0,0,0
14327,15900,5,12.29,356.03,3,47993.0,4.0,0,50000.0,0,1
14328,3000,3,12.79,100.78,3,38.0,10.0,1,75000.0,0,0
14329,28000,3,10.99,916.56,2,35871.0,2.0,0,150000.0,1,0
14330,10075,5,13.18,230.17,3,12023.0,10.0,0,45363.0,2,0
14331,30000,5,12.79,679.38,3,132.0,10.0,0,63000.0,1,0
14332,9800,3,7.89,306.6,1,54.0,0.0,0,31000.0,2,1
14333,20225,3,9.67,649.48,2,6273.0,0.0,0,45000.0,0,0
14334,10000,3,12.69,335.45,3,13.0,10.0,0,69900.0,2,0
14335,5600,3,16.29,197.69,4,150553.0,1.0,2,82000.0,1,0
14336,9000,3,6.24,274.78,1,71422.0,3.0,1,75000.0,0,0
14337,14000,3,8.38,441.17,2,1502.0,10.0,0,60000.0,1,0
14338,16000,5,14.49,376.37,3,30042.0,2.0,0,58000.0,2,0
14339,21500,3,6.39,657.88,1,634.0,10.0,0,126500.0,2,0
14340,35000,5,20.5,937.06,5,4694.0,0.0,0,122000.0,1,0
14341,30000,5,22.2,831.99,5,240317.0,5.0,2,75000.0,2,0
14342,33600,3,9.17,1071.14,2,59461.0,3.0,0,71000.0,2,0
14343,17500,3,10.78,571.11,2,167772.0,10.0,0,42500.0,0,0
14344,16800,3,8.19,527.93,1,173035.0,0.0,1,55000.0,0,0
14345,16200,5,12.62,365.46,3,809.0,10.0,1,62000.0,1,0
14346,9600,3,5.32,289.11,1,38.0,10.0,0,51000.0,0,0
14347,35000,5,9.17,729.44,2,9578.0,10.0,0,110000.0,2,0
14348,19200,3,6.99,592.76,1,695.0,6.0,0,80000.0,0,0
14349,13000,5,11.99,289.12,2,1188.0,5.0,0,65000.0,0,1
14350,1200,3,11.99,39.86,3,29733.0,2.0,0,74000.0,2,1
14351,16000,3,10.99,523.75,2,60370.0,10.0,1,77327.0,2,1
14352,16000,3,6.24,488.5,1,55597.0,9.0,0,150000.0,1,0
14353,18000,5,16.99,447.25,4,180605.0,2.0,0,57323.0,1,1
14354,10000,5,17.57,251.61,4,35312.0,1.0,0,146000.0,1,1
14355,13200,3,11.99,438.37,2,307.0,3.0,1,52000.0,1,0
14356,13000,5,30.94,428.14,7,2595.0,1.0,1,72000.0,2,0
14357,9000,3,9.16,286.87,2,80.0,10.0,1,74000.0,1,0
14358,29050,5,19.52,761.91,5,48517.0,10.0,0,64000.0,1,0
14359,1000,3,8.9,31.76,1,54.0,5.0,1,85000.0,0,0
14360,24000,5,14.99,570.84,3,251869.0,10.0,0,66700.0,0,0
14361,12000,3,7.89,375.43,1,97.0,4.0,1,75000.0,1,0
14362,30000,3,6.97,925.91,1,20092.0,0.0,0,80000.0,1,0
14363,15000,5,11.44,329.44,2,1186.0,10.0,1,82000.0,1,0
14364,16000,3,5.32,481.84,1,113075.0,10.0,2,60000.0,1,0
14365,24000,3,8.9,762.08,1,291859.0,4.0,0,67000.0,2,0
14366,12000,3,6.89,369.93,1,73593.0,10.0,2,30000.0,1,0
14367,5000,3,11.53,164.96,2,54.0,0.0,1,38000.0,1,0
14368,8000,3,7.9,250.33,1,1228.0,5.0,1,57000.0,1,0
14369,7500,3,7.35,232.79,1,735.0,10.0,0,135000.0,0,0
14370,28000,3,8.9,889.09,1,319229.0,2.0,1,82000.0,2,0
14371,7000,3,9.99,225.84,2,12.0,7.0,1,80000.0,1,0
14372,20000,5,14.46,470.15,3,32.0,5.0,1,52000.0,1,1
14373,8500,3,9.16,270.94,2,773.0,10.0,0,75000.0,1,1
14374,17000,3,13.49,576.82,3,356822.0,2.0,0,45000.0,0,0
14375,5000,3,8.18,157.1,2,368.0,10.0,0,110000.0,2,0
14376,10000,3,6.83,308.0,1,808.0,10.0,0,90000.0,0,0
14377,20000,5,18.49,513.22,4,268212.0,10.0,0,120000.0,1,1
14378,20000,5,14.65,472.14,3,5636.0,10.0,0,90000.0,1,0
14379,5000,3,8.39,157.59,2,1388.0,10.0,0,70000.0,1,0
14380,10000,3,12.29,333.53,3,72022.0,10.0,1,25000.0,1,0
14381,30000,5,12.74,678.61,3,7019.0,0.0,0,85000.0,1,0
14382,7200,3,17.77,259.47,4,299116.0,10.0,0,73250.0,1,0
14383,5400,3,6.62,165.8,1,3727.0,6.0,1,43000.0,0,0
14384,9200,3,10.64,299.64,2,285064.0,10.0,0,65000.0,2,0
14385,18000,5,12.99,409.47,3,1462.0,10.0,1,65000.0,0,0
14386,25500,5,24.33,738.48,7,322349.0,10.0,0,51000.0,2,0
14387,3000,3,10.99,98.21,2,47120.0,5.0,1,57000.0,0,1
14388,10000,3,13.68,340.23,3,275204.0,0.0,2,65500.0,2,0
14389,14350,3,18.99,525.95,5,181156.0,4.0,1,32000.0,2,0
14390,15000,3,15.31,522.26,3,2689.0,3.0,2,68720.0,1,1
14391,16000,3,6.11,487.55,1,138233.0,4.0,1,52450.0,1,0
14392,4500,3,12.59,150.74,3,54.0,0.0,2,24276.0,2,0
14393,20000,3,11.14,656.07,2,54.0,0.0,0,120000.0,0,0
14394,23000,5,17.86,582.3,4,56.0,2.0,0,86500.0,2,0
14395,4950,3,18.75,180.83,4,305884.0,2.0,1,29000.0,2,0
14396,7500,3,12.29,250.15,3,42328.0,0.0,0,52745.0,0,0
14397,4550,3,9.99,146.8,2,51857.0,2.0,1,43000.0,2,0
14398,16675,3,10.99,545.84,2,38.0,6.0,1,38000.0,0,0
14399,10400,3,14.3,356.97,3,34832.0,1.0,1,45000.0,0,0
14400,3000,3,11.53,98.98,2,2370.0,2.0,2,18000.0,2,0
14401,12000,3,9.99,387.15,2,10288.0,2.0,0,106000.0,0,0
14402,8000,3,8.39,252.14,2,1283.0,2.0,1,90000.0,0,0
14403,21600,5,20.99,584.24,5,161.0,3.0,0,58000.0,1,0
14404,15000,3,19.52,553.8,4,219354.0,5.0,1,61000.0,2,0
14405,5400,3,11.99,179.34,2,202606.0,8.0,0,78000.0,0,0
14406,4000,3,6.08,121.84,1,33121.0,10.0,2,40000.0,1,0
14407,16000,5,10.99,347.8,2,4696.0,4.0,0,75000.0,0,0
14408,4800,3,10.99,157.13,2,12466.0,1.0,1,75000.0,0,0
14409,7125,3,18.25,258.49,5,5538.0,6.0,1,25000.0,0,0
14410,6000,3,13.11,202.49,2,344985.0,1.0,1,12000.0,1,0
14411,16000,5,10.42,343.27,2,49.0,4.0,2,43000.0,0,0
14412,6000,3,10.99,196.41,2,666.0,10.0,0,66000.0,1,0
14413,9600,3,13.99,328.06,3,66097.0,8.0,1,73000.0,1,0
14414,25000,5,21.49,683.25,4,364.0,10.0,0,101000.0,0,0
14415,13000,3,18.99,476.47,4,253077.0,2.0,0,52000.0,2,0
14416,15000,3,12.05,498.58,3,5402.0,0.0,1,60000.0,1,0
14417,11850,3,17.86,427.58,4,81.0,6.0,0,50000.0,1,0
14418,4000,3,13.99,136.7,3,38.0,10.0,0,65000.0,2,0
14419,4500,3,17.57,161.72,4,6226.0,9.0,1,33600.0,2,0
14420,10000,3,8.18,314.2,2,20422.0,10.0,0,80000.0,1,0
14421,16000,3,5.32,481.84,1,8008.0,1.0,0,85000.0,1,0
14422,4000,3,11.53,131.97,2,36892.0,10.0,0,97000.0,1,0
14423,10000,5,14.47,235.13,3,14106.0,5.0,0,57000.0,1,0
14424,28000,3,15.05,971.32,3,2086.0,3.0,1,91000.0,1,0
14425,10000,3,7.99,313.32,1,372734.0,0.0,1,48097.0,1,0
14426,14400,3,13.11,485.96,2,54.0,0.0,2,43092.0,2,0
14427,4800,3,12.69,161.02,3,666.0,3.0,1,30000.0,0,0
14428,15000,3,16.2,528.84,3,38.0,10.0,0,75000.0,1,0
14429,24000,5,13.33,550.14,3,2138.0,10.0,2,185000.0,2,1
14430,15000,3,12.23,499.87,3,237111.0,6.0,0,66888.0,1,0
14431,12000,3,7.21,371.68,1,25335.0,7.0,0,245000.0,1,0
14432,7200,3,10.08,232.6,2,1423.0,0.0,1,60000.0,1,0
14433,10000,5,18.25,255.3,5,52852.0,4.0,0,40000.0,2,0
14434,7000,3,6.03,213.05,1,223541.0,10.0,0,96000.0,2,0
14435,32000,3,20.0,1189.24,4,147389.0,2.0,1,103000.0,2,0
14436,8700,3,17.57,312.66,4,194095.0,10.0,1,32000.0,1,0
14437,16000,3,12.74,537.11,3,1556.0,7.0,1,137280.0,1,0
14438,35000,5,13.99,814.21,3,27071.0,0.0,0,150000.0,1,0
14439,10000,3,13.33,338.54,3,23116.0,3.0,0,45000.0,1,0
14440,13000,3,9.17,414.43,2,38.0,10.0,1,113000.0,1,0
14441,14000,3,12.99,471.65,2,2131.0,6.0,0,135000.0,2,0
14442,10650,3,9.17,339.52,2,3444.0,10.0,0,70000.0,0,1
14443,10000,3,11.44,329.48,2,2023.0,3.0,1,100000.0,1,0
14444,5000,3,8.24,157.24,2,97.0,10.0,1,45000.0,1,0
14445,6400,3,17.99,231.35,4,7932.0,4.0,1,60000.0,2,1
14446,12000,5,16.29,293.67,4,14826.0,0.0,1,60000.0,0,1
14447,6600,3,15.31,229.8,3,54.0,0.0,0,44000.0,2,0
14448,2700,3,11.55,89.1,2,1465.0,1.0,1,23660.0,1,0
14449,10000,3,6.62,307.04,1,54.0,0.0,2,34000.0,2,0
14450,15000,5,17.57,377.41,4,29082.0,5.0,0,42314.0,1,0
14451,9600,3,14.08,328.48,3,365296.0,6.0,1,54000.0,0,0
14452,10000,3,13.98,341.68,3,427.0,2.0,1,50000.0,2,0
14453,28000,3,7.24,867.64,1,1470.0,3.0,1,140000.0,0,0
14454,5000,3,11.99,166.05,2,4118.0,1.0,1,25000.0,0,0
14455,7000,3,20.0,260.15,4,111933.0,10.0,1,62000.0,1,0
14456,12000,3,7.99,375.99,1,515.0,10.0,0,152000.0,1,0
14457,23000,3,7.35,713.86,1,564.0,1.0,0,135000.0,1,0
14458,11000,3,9.93,354.58,2,54.0,0.0,0,36000.0,0,0
14459,15000,5,12.29,335.87,3,52290.0,2.0,1,52000.0,0,1
14460,24000,5,13.67,554.35,3,11020.0,5.0,0,66000.0,0,1
14461,4000,3,18.75,146.12,4,54.0,0.0,0,22000.0,2,1
14462,16000,3,8.49,505.01,2,955.0,0.0,0,70000.0,1,0
14463,20000,5,10.49,429.78,2,990.0,10.0,0,250000.0,2,1
14464,12000,3,12.12,399.26,2,237156.0,2.0,0,85000.0,0,0
14465,6000,3,8.19,188.55,1,2049.0,10.0,1,90000.0,2,0
14466,30000,3,9.16,956.23,2,151.0,8.0,0,110000.0,1,0
14467,6000,3,14.16,205.54,3,5292.0,10.0,2,76000.0,2,0
14468,7200,3,9.99,232.29,2,1917.0,10.0,1,24835.0,2,1
14469,10000,5,13.98,232.58,3,180336.0,5.0,1,42000.0,2,1
14470,10800,3,10.15,349.25,2,54.0,0.0,1,28300.0,2,0
14471,10000,3,17.99,361.48,4,46291.0,0.0,1,41000.0,1,0
14472,5000,3,9.49,160.15,2,54.0,0.0,1,31000.0,2,0
14473,25000,3,9.8,804.34,2,3065.0,10.0,2,114000.0,0,0
14474,15000,3,11.99,498.15,2,511.0,10.0,0,92000.0,1,0
14475,14000,5,13.65,323.23,3,5040.0,10.0,0,88000.0,1,0
14476,19600,5,16.99,487.01,4,18967.0,10.0,0,80000.0,0,0
14477,10000,3,8.9,317.54,1,261167.0,5.0,0,36000.0,0,0
14478,20000,5,12.05,445.4,3,21915.0,3.0,0,130000.0,0,0
14479,24000,3,10.64,781.65,2,6165.0,10.0,0,125000.0,0,0
14480,8600,3,16.29,303.59,3,304040.0,4.0,0,38000.0,0,0
14481,35000,5,21.49,956.55,4,1196.0,10.0,0,128082.0,2,0
14482,8300,5,12.99,188.81,3,196131.0,2.0,1,53000.0,1,0
14483,13400,3,12.88,450.73,3,1193.0,10.0,0,39000.0,2,0
14484,20000,5,9.49,419.94,2,151.0,10.0,0,108000.0,0,0
14485,6000,3,11.99,199.26,3,948.0,8.0,1,42300.0,2,0
14486,15000,5,18.92,388.45,4,14670.0,10.0,0,42000.0,1,0
14487,5000,3,5.42,150.8,1,227645.0,10.0,1,50000.0,0,0
14488,15000,5,12.69,338.93,3,38.0,8.0,1,68000.0,0,0
14489,30000,3,6.08,913.75,1,2689.0,7.0,1,110000.0,0,0
14490,10000,3,9.17,318.79,2,1.0,3.0,1,90000.0,0,0
14491,2100,3,14.99,72.79,3,854.0,0.0,2,52500.0,0,0
14492,21000,3,15.31,731.17,3,1.0,10.0,1,103313.0,1,0
14493,6000,3,12.74,201.42,3,54.0,0.0,1,45000.0,1,0
14494,19200,5,25.81,572.7,5,97.0,4.0,1,37000.0,1,0
14495,24000,3,12.62,804.27,3,54.0,0.0,0,108000.0,1,1
14496,15000,3,9.16,478.12,2,154480.0,10.0,0,77000.0,0,0
14497,10000,3,7.84,312.63,1,14413.0,10.0,0,85000.0,2,0
14498,9850,3,15.8,345.33,3,303174.0,5.0,2,35000.0,0,0
14499,30000,5,10.49,644.67,2,38.0,10.0,1,75000.0,2,0
14500,21000,5,15.31,503.02,3,616.0,6.0,0,63096.0,0,0
14501,17500,5,13.66,404.12,3,38.0,2.0,1,74000.0,1,0
14502,24000,5,25.82,716.02,5,368536.0,6.0,1,55000.0,1,0
